ABBV open,AET open,ANTM open,BNTX open,CI open,JNJ open,MET open,MRK open,MRNA open,NVS open,PFE open,UNH open,dt,month,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen
78.88,,288.37,,160.0,140.56,48.35,83.23,15.9,91.31,42.82,247.5,2019-06-18,Jun-19,,,,,,,,,,,,,,,,,,,,,,,,
78.4,,288.11,,160.0,140.01,49.04,84.25,15.75,91.01,43.17,246.0,2019-06-19,Jun-19,,,,,,,,,,,,,,,,,,,,,,,,
78.24,,292.46,,160.62,141.25,49.11,85.98,15.85,93.25,43.83,251.6,2019-06-20,Jun-19,,,,,,,,,,,,,,,,,,,,,,,,
78.15,,292.37,,160.28,141.46,49.37,84.44,15.2,92.56,43.55,248.78,2019-06-21,Jun-19,,,,,,,,,,,,,,,,,,,,,,,,
78.41,,293.79,,161.0,142.42,48.9,84.97,14.41,92.43,43.69,251.33,2019-06-24,Jun-19,,,,,,,,,,,,,,,,,,,,,,,,
70.47,,289.98,,159.56,143.27,49.01,85.55,14.11,93.6,43.85,249.3,2019-06-25,Jun-19,,,,,,,,,,,,,,,,,,,,,,,,
67.24,,285.18,,160.25,143.85,48.89,85.18,13.92,91.57,43.68,248.0,2019-06-26,Jun-19,,,,,,,,,,,,,,,,,,,,,,,,
68.16,,279.49,,157.28,142.23,48.97,83.67,13.5,91.1,43.02,244.26,2019-06-27,Jun-19,,,,,,,,,,,,,,,,,,,,,,,,
70.58,,282.26,,158.05,140.74,49.57,83.97,14.41,91.43,43.45,246.5,2019-06-28,Jun-19,,,,,,,,,,,,,,,,,,,,,,,,
73.5,,283.9,,158.92,140.2,50.04,84.33,14.86,91.82,43.51,245.95,2019-07-01,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
73.2,,283.21,,158.92,139.22,50.4,84.46,14.71,91.86,43.68,242.59,2019-07-02,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
74.35,,279.59,,162.32,141.0,50.12,86.06,14.5,92.35,44.37,244.32,2019-07-03,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
74.65,,282.73,,164.02,141.74,50.66,86.68,15.47,90.85,44.31,244.39,2019-07-05,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
72.52,,283.48,,163.25,140.12,50.42,85.01,14.89,90.17,43.8,246.41,2019-07-08,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
71.18,,282.78,,160.19,141.46,50.18,84.24,14.31,90.95,43.42,244.63,2019-07-09,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
71.58,,284.77,,159.93,141.78,50.55,84.8,14.94,91.8,43.65,246.82,2019-07-10,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
72.3,,296.61,,179.53,140.94,50.47,83.5,14.56,92.02,43.32,255.8,2019-07-11,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
70.3,,304.17,,174.9,140.12,50.52,80.85,14.27,89.63,42.91,261.63,2019-07-12,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
70.31,,309.7,,179.05,135.39,50.9,80.6,14.28,88.76,42.27,265.06,2019-07-15,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
70.15,,307.51,,177.54,132.93,50.45,81.32,14.32,89.36,42.79,265.33,2019-07-16,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
69.33,,304.5,,178.41,132.49,50.42,81.96,14.17,90.88,43.09,264.0,2019-07-17,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
68.57,,304.16,,177.79,132.13,50.04,82.41,14.09,94.82,42.86,265.64,2019-07-18,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
68.14,,305.6,,177.6,132.25,50.2,82.7,14.29,94.8,43.19,261.1,2019-07-19,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
68.5,,301.74,,173.78,130.0,49.66,81.68,14.22,94.46,42.83,258.14,2019-07-22,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
68.0,,300.88,,170.48,128.61,49.9,81.48,14.06,94.33,42.85,254.47,2019-07-23,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
67.77,,293.48,,170.9,128.88,49.96,82.0,13.75,92.57,43.0,252.79,2019-07-24,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
67.46,,289.27,,170.72,130.06,50.37,81.45,14.51,92.91,42.83,251.13,2019-07-25,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
67.64,,294.45,,167.42,131.3,50.16,81.5758,13.59,93.14,42.66,249.02,2019-07-26,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
67.87,,299.7,,166.78,131.0,50.3,82.095,14.17,92.36,42.17,252.84,2019-07-29,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
66.92,,298.28,,170.57,132.47,49.83,83.99,13.61,91.57,39.83,252.66,2019-07-30,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
66.91,,300.81,,173.54,131.64,49.9,82.9,13.42,91.02,38.6,256.32,2019-07-31,Jul-19,,,,,,,,,,,,,,,,,,,,,,,,
66.93,,294.42,,170.04,130.26,49.85,83.06,13.2,91.7,38.31,249.19,2019-08-01,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
65.5,,292.58,,167.87,130.86,48.28,83.88,13.0,92.51,38.25,249.69,2019-08-02,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
64.98,,287.55,,162.36,130.91,46.05,83.85,12.55,91.61,37.76,248.13,2019-08-05,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
65.27,,284.13,,163.0,130.34,45.8,83.12,12.5,91.08,37.19,245.93,2019-08-06,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
64.38,,287.34,,161.57,129.36,45.86,84.21,12.26,88.71,36.65,246.27,2019-08-07,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
64.79,,287.11,,166.62,130.98,46.95,84.75,12.91,90.1,36.7,246.19,2019-08-08,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
65.37,,288.12,,166.51,131.8,47.02,85.1,13.14,91.38,36.77,247.72,2019-08-09,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
65.24,,285.5,,168.38,131.5,46.29,85.23,13.42,91.55,36.31,246.79,2019-08-12,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
64.86,,281.11,,165.61,132.3,45.98,85.46,13.0,90.69,35.43,241.68,2019-08-13,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
64.5,,283.39,,166.6,132.53,45.65,85.37,13.08,90.54,34.93,246.73,2019-08-14,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
64.12,,273.31,,161.02,130.17,45.0,83.52,12.72,88.24,34.3,244.35,2019-08-15,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
63.51,,276.87,,160.33,131.47,45.09,84.45,12.85,88.85,34.72,245.38,2019-08-16,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
65.04,,278.0,,163.05,132.5,46.23,85.59,13.25,90.17,34.88,247.49,2019-08-19,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
67.38,,271.79,,162.56,131.96,45.44,86.01,13.87,89.7,35.1,244.21,2019-08-20,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
67.34,,268.21,,162.65,131.7,45.84,86.29,14.25,90.08,34.94,240.19,2019-08-21,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
67.87,,268.26,,162.4,131.6,46.05,86.75,14.37,89.25,34.96,240.35,2019-08-22,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
67.28,,261.35,,155.0,131.07,45.75,86.22,14.08,89.45,35.21,232.9,2019-08-23,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
66.43,,262.36,,154.23,127.42,45.06,85.38,14.01,88.01,34.62,232.52,2019-08-26,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
66.67,,261.12,,153.19,129.88,45.12,86.42,15.17,89.23,35.01,231.72,2019-08-27,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
65.57,,250.85,,146.28,127.86,43.47,85.26,14.51,88.84,34.36,222.42,2019-08-28,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
66.73,,256.33,,149.09,128.84,44.31,87.07,14.91,89.36,35.79,228.42,2019-08-29,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
66.4,,260.99,,153.3,128.27,44.54,87.12,15.3,90.7,35.62,233.67,2019-08-30,Aug-19,,,,,,,,,,,,,,,,,,,,,,,,
65.78,,259.81,,152.82,127.99,43.86,86.24,16.1,88.87,35.64,231.74,2019-09-03,Sep-19,,,,,,,,,,,,,,,,,,,,,,,,
65.67,,260.53,,156.44,129.49,44.44,87.14,15.11,89.97,36.3,231.95,2019-09-04,Sep-19,,,,,,,,,,,,,,,,,,,,,,,,
66.64,,254.4,,154.89,129.9,45.29,86.64,15.65,89.63,36.11,230.0,2019-09-05,Sep-19,,,,,,,,,,,,,,,,,,,,,,,,
67.26,,252.88,,150.86,128.88,46.01,86.54,15.56,89.8,36.36,230.17,2019-09-06,Sep-19,,,,,,,,,,,,,,,,,,,,,,,,
67.96,,250.81,,155.17,128.0,46.64,86.5,15.98,89.39,36.59,229.0,2019-09-09,Sep-19,,,,,,,,,,,,,,,,,,,,,,,,
66.07,,251.08,,162.39,127.37,46.69,82.39,16.06,87.69,36.59,231.45,2019-09-10,Sep-19,,,,,,,,,,,,,,,,,,,,,,,,
68.38,,253.0,,164.42,129.86,47.5,81.86,17.34,88.04,37.74,232.49,2019-09-11,Sep-19,,,,,,,,,,,,,,,,,,,,,,,,
70.76,,251.47,,165.13,131.36,47.46,83.48,16.23,88.7,37.57,235.0,2019-09-12,Sep-19,,,,,,,,,,,,,,,,,,,,,,,,
71.15,,250.55,,160.1,131.33,48.4,82.97,16.45,87.62,37.39,232.99,2019-09-13,Sep-19,,,,,,,,,,,,,,,,,,,,,,,,
70.37,,252.5,,159.98,130.11,47.92,82.45,16.73,86.65,36.46,232.82,2019-09-16,Sep-19,,,,,,,,,,,,,,,,,,,,,,,,
70.51,,258.49,,164.09,129.6,47.07,82.13,17.46,86.38,36.79,233.07,2019-09-17,Sep-19,,,,,,,,,,,,,,,,,,,,,,,,
71.68,,255.9,,160.53,129.9,47.19,82.67,17.77,86.29,36.57,230.8,2019-09-18,Sep-19,,,,,,,,,,,,,,,,,,,,,,,,
71.4,,252.58,,161.02,129.63,47.77,83.02,17.71,86.47,36.42,232.0,2019-09-19,Sep-19,,,,,,,,,,,,,,,,,,,,,,,,
72.0,,255.58,,165.54,131.0,48.02,84.74,18.14,87.64,36.89,234.77,2019-09-20,Sep-19,,,,,,,,,,,,,,,,,,,,,,,,
72.33,,250.85,,160.57,131.02,46.92,84.91,18.24,86.72,36.38,229.77,2019-09-23,Sep-19,,,,,,,,,,,,,,,,,,,,,,,,
73.83,,252.62,,160.79,132.1,47.87,84.55,17.83,86.85,36.27,229.38,2019-09-24,Sep-19,,,,,,,,,,,,,,,,,,,,,,,,
72.88,,247.69,,157.46,131.5,47.33,83.47,17.71,85.84,35.91,224.28,2019-09-25,Sep-19,,,,,,,,,,,,,,,,,,,,,,,,
72.95,,243.79,,155.91,131.09,47.37,83.62,17.41,86.62,36.07,223.04,2019-09-26,Sep-19,,,,,,,,,,,,,,,,,,,,,,,,
74.21,,240.27,,150.61,128.61,47.58,83.88,16.29,86.98,35.86,218.18,2019-09-27,Sep-19,,,,,,,,,,,,,,,,,,,,,,,,
74.95,,237.22,,150.53,129.07,47.54,83.2135,15.79,86.53,36.28,213.64,2019-09-30,Sep-19,,,,,,,,,,,,,,,,,,,,,,,,
75.89,,241.35,,152.96,130.02,47.57,84.18,15.87,86.39,35.93,219.19,2019-10-01,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
72.89,,237.66,,149.21,132.76,45.53,83.07,14.78,84.44,35.26,216.15,2019-10-02,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
72.06,,237.28,,149.02,131.64,44.23,81.93,15.24,84.51,34.71,215.63,2019-10-03,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
74.22,,238.72,,148.37,131.34,44.58,83.42,15.05,85.7,35.49,216.84,2019-10-04,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
74.72,,241.75,,150.59,133.09,45.41,85.03,15.45,86.3,35.82,219.05,2019-10-07,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
73.88,,239.07,,147.98,132.45,44.34,83.79,15.36,85.48,35.65,219.49,2019-10-08,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
74.07,,237.6,,148.39,131.14,44.19,84.17,15.33,85.67,35.65,221.71,2019-10-09,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
73.22,,237.4,16.5,149.1,128.95,44.77,84.14,14.13,85.02,35.67,218.19,2019-10-10,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
73.97,,239.81,15.34,152.54,131.14,45.92,84.3,14.24,86.72,36.14,225.54,2019-10-11,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
73.65,,237.61,13.83,152.21,131.36,45.43,84.37,14.19,85.82,36.16,221.63,2019-10-14,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
74.2,,240.73,12.99,155.3,133.0,45.97,84.9,13.93,86.03,36.45,232.69,2019-10-15,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
74.38,,247.13,13.2,159.74,134.9,46.11,85.06,14.27,86.53,36.63,236.29,2019-10-16,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
74.99,,245.98,13.24,161.73,135.96,46.32,84.42,14.23,87.6,36.49,238.69,2019-10-17,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
75.24,,248.9,13.3,165.84,133.31,45.98,83.71,14.5,86.54,36.43,244.45,2019-10-18,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
76.88,,250.93,14.94,166.95,128.67,46.55,84.97,14.9,86.51,36.65,245.02,2019-10-21,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
78.05,,253.16,17.05,166.08,128.76,46.45,82.0,15.56,85.93,36.41,243.64,2019-10-22,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
77.79,,252.68,21.95,170.2,129.66,46.44,81.29,16.16,86.79,36.31,248.39,2019-10-23,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
77.84,,264.79,18.73,172.87,130.42,46.61,83.11,16.92,86.91,36.75,248.03,2019-10-24,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
76.39,,258.91,18.5,169.99,127.83,46.02,82.27,16.73,87.17,36.4,243.91,2019-10-25,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
76.67,,264.6,17.08,171.68,128.62,46.54,82.73,17.01,87.21,36.86,245.26,2019-10-28,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
78.11,,266.68,16.92,174.6,129.7,46.62,84.05,16.96,87.29,38.0,247.04,2019-10-29,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
78.51,,271.79,17.0,176.55,133.3,46.63,85.0,16.95,87.08,38.41,252.17,2019-10-30,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
79.71,,272.46,16.8,178.25,132.38,45.99,86.1,17.03,87.35,38.39,254.38,2019-10-31,Oct-19,,,,,,,,,,,,,,,,,,,,,,,,
80.03,,269.32,16.8,179.21,132.05,47.01,87.07,16.8,87.52,38.69,253.99,2019-11-01,Nov-19,,,,,,,,,,,,,,,,,,,,,,,,
82.95,,272.4,17.05,181.31,131.8,47.21,85.59,15.9,88.97,38.71,253.63,2019-11-04,Nov-19,,,,,,,,,,,,,,,,,,,,,,,,
83.17,,273.86,20.39,184.0,130.53,47.75,83.67,16.94,87.41,38.03,253.74,2019-11-05,Nov-19,,,,,,,,,,,,,,,,,,,,,,,,
81.77,,272.51,18.39,182.97,130.42,48.36,83.56,16.83,86.92,37.61,249.71,2019-11-06,Nov-19,,,,,,,,,,,,,,,,,,,,,,,,
82.21,,277.72,17.36,184.03,131.73,49.07,83.23,16.33,87.15,37.4,251.95,2019-11-07,Nov-19,,,,,,,,,,,,,,,,,,,,,,,,
82.1,,280.01,18.35,186.0,131.3,49.1,82.91,17.25,87.81,36.88,256.77,2019-11-08,Nov-19,,,,,,,,,,,,,,,,,,,,,,,,
84.95,,279.78,19.36,185.9,132.27,48.82,83.16,17.33,88.5,36.91,255.05,2019-11-11,Nov-19,,,,,,,,,,,,,,,,,,,,,,,,
85.6,,278.53,19.5,186.47,132.0,49.31,83.58,17.34,89.26,36.83,253.59,2019-11-12,Nov-19,,,,,,,,,,,,,,,,,,,,,,,,
85.74,,281.8,17.8,187.95,131.04,49.12,84.55,18.0,89.67,36.95,254.87,2019-11-13,Nov-19,,,,,,,,,,,,,,,,,,,,,,,,
86.48,,283.0,18.86,190.34,131.03,49.15,84.92,18.16,89.33,36.56,253.8,2019-11-14,Nov-19,,,,,,,,,,,,,,,,,,,,,,,,
88.1,,281.79,19.1,190.39,131.25,49.61,84.69,18.39,89.4,36.63,256.11,2019-11-15,Nov-19,,,,,,,,,,,,,,,,,,,,,,,,
88.34,,297.6,19.15,197.38,134.22,49.07,84.66,19.21,90.18,37.39,269.0,2019-11-18,Nov-19,,,,,,,,,,,,,,,,,,,,,,,,
89.26,,294.48,19.64,198.73,135.0,49.27,84.4,19.27,89.9,37.43,275.24,2019-11-19,Nov-19,,,,,,,,,,,,,,,,,,,,,,,,
88.72,,293.54,20.0,199.0,135.11,48.94,84.53,19.38,90.28,37.57,272.25,2019-11-20,Nov-19,,,,,,,,,,,,,,,,,,,,,,,,
86.79,,292.86,20.8,200.27,135.94,49.13,85.7,19.98,90.08,37.21,275.22,2019-11-21,Nov-19,,,,,,,,,,,,,,,,,,,,,,,,
86.64,,294.01,20.0,202.0,136.65,49.06,85.65,20.07,90.95,37.79,276.53,2019-11-22,Nov-19,,,,,,,,,,,,,,,,,,,,,,,,
86.85,,291.0,22.55,202.0,137.06,49.75,86.04,20.9,90.29,38.48,277.78,2019-11-25,Nov-19,,,,,,,,,,,,,,,,,,,,,,,,
88.15,,292.31,21.03,204.39,136.47,49.81,86.0,20.0,91.6,38.55,280.71,2019-11-26,Nov-19,,,,,,,,,,,,,,,,,,,,,,,,
87.86,,288.63,21.92,200.5,137.16,50.05,87.4,20.28,92.08,38.38,281.01,2019-11-27,Nov-19,,,,,,,,,,,,,,,,,,,,,,,,
88.0,,289.18,22.0,200.03,137.6,49.74,87.17,20.6,92.02,38.54,278.1,2019-11-29,Nov-19,,,,,,,,,,,,,,,,,,,,,,,,
87.84,,289.62,22.66,199.92,137.72,50.17,87.54,20.3,91.69,38.79,281.78,2019-12-02,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,
85.96,,285.01,22.05,193.94,136.91,48.8,86.68,19.48,90.43,37.96,276.97,2019-12-03,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,
86.18,,288.01,21.49,196.41,138.5,48.59,87.53,21.0,91.28,38.23,281.62,2019-12-04,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,
87.25,,286.72,21.75,196.7,139.35,48.93,88.73,21.49,91.97,38.37,279.24,2019-12-05,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,
87.21,,282.09,22.85,197.51,139.46,49.55,89.0,20.78,92.31,38.28,282.84,2019-12-06,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,
87.22,,285.43,25.0,198.08,140.39,49.23,88.9,19.07,92.09,38.1,280.77,2019-12-09,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,
86.92,,282.58,29.0,195.68,140.8,49.32,88.6,18.78,92.51,38.27,277.6,2019-12-10,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,
86.7,,283.1,28.7,191.49,140.93,49.38,89.14,19.03,92.42,38.37,278.3,2019-12-11,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,
86.76,,281.83,32.7,192.33,141.32,49.14,89.04,18.56,92.74,38.17,281.03,2019-12-12,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,
88.78,,285.06,32.15,193.91,141.1,50.68,89.2,18.47,92.73,38.52,284.97,2019-12-13,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,
88.38,,285.7,38.44,191.81,141.73,50.93,89.65,18.6,92.95,38.7,287.97,2019-12-16,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,
90.0,,291.0,36.51,194.58,143.0,50.48,89.33,18.54,93.8,39.44,291.24,2019-12-17,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,
90.05,,290.94,35.48,195.0,143.72,51.28,89.35,18.48,94.05,39.01,291.0,2019-12-18,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,
89.68,,294.5,33.87,198.21,143.89,51.14,89.89,18.58,94.27,39.0,295.0,2019-12-19,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,
90.4,,301.72,31.81,201.56,146.88,51.33,91.46,19.4,94.25,39.35,298.9,2019-12-20,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,
89.53,,303.1,34.91,203.97,145.74,51.49,91.83,19.79,95.01,39.42,293.43,2019-12-23,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,
90.4,,303.82,34.61,206.53,146.0,51.09,91.64,19.69,94.71,39.33,295.26,2019-12-24,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,
90.2,,304.82,33.29,204.51,145.97,51.06,91.6,19.82,95.0,39.3,295.3,2019-12-26,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,
89.98,,305.06,32.61,204.44,146.2,51.34,91.68,19.99,95.49,39.43,296.01,2019-12-27,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,
89.22,,306.54,33.0,203.7,145.78,51.14,91.53,19.54,95.51,39.3,296.05,2019-12-30,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,
88.21,,305.3,34.71,202.88,145.1,50.73,90.92,18.96,94.61,38.79,293.66,2019-12-31,Dec-19,,,,,,,,,,,,,,,,,,,,,,,,
89.08,,302.67,35.75,205.39,145.87,51.28,91.08,19.57,94.69,39.3,293.98,2020-01-02,Jan-20,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
88.17,,293.68,38.0,202.01,143.5,50.99,90.68,19.02,94.11,38.72,287.27,2020-01-03,Jan-20,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
88.22,,295.75,40.11,202.0,144.0,50.63,91.23,18.7,94.67,38.82,288.0,2020-01-06,Jan-20,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
88.93,,299.2,47.4,206.18,144.01,51.01,90.8,18.15,95.09,39.12,290.7,2020-01-07,Jan-20,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
89.15,,300.89,44.3,207.93,144.87,51.47,89.09,17.99,94.49,38.76,291.5,2020-01-08,Jan-20,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
90.01,,307.83,46.55,210.03,145.76,52.18,88.95,18.0,94.86,39.27,294.29,2020-01-09,Jan-20,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
90.23,,307.94,44.99,212.11,145.75,52.4,89.72,21.0,94.46,38.98,296.07,2020-01-10,Jan-20,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
89.5,,306.88,41.01,208.51,145.48,52.62,89.52,19.26,93.92,39.62,294.37,2020-01-13,Jan-20,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
87.1,,296.04,35.3,203.26,145.05,52.4,89.27,20.45,94.09,39.43,285.6,2020-01-14,Jan-20,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
88.18,,297.26,35.3,205.19,146.4,52.02,90.1,19.94,94.83,40.19,289.02,2020-01-15,Jan-20,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
89.31,,302.92,35.75,209.41,147.42,52.23,91.86,21.68,95.07,40.79,298.0,2020-01-16,Jan-20,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
89.13,,305.07,33.05,210.96,148.41,52.34,91.28,21.5,95.72,40.57,300.01,2020-01-17,Jan-20,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,
87.68,,303.94,33.79,211.68,148.58,52.19,90.72,20.79,95.64,40.38,296.89,2020-01-21,Jan-20,0.0,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,
88.03,,306.68,37.61,213.3,146.7,52.0,90.17,22.08,95.32,40.32,301.99,2020-01-22,Jan-20,4.0,0.0,,4.0,0.0,,,,,,,,,,,,,,,,,,,
87.05,,303.46,37.21,211.04,148.04,51.67,89.66,22.17,95.09,40.19,300.01,2020-01-23,Jan-20,2.0,0.0,,6.0,0.0,,,,,,,,,,,,,,,,,,,
85.43,,304.84,35.32,212.71,148.58,51.9,88.63,21.6,95.0,40.94,298.34,2020-01-24,Jan-20,1.0,0.0,,7.0,0.0,,,,,,,,,,,,,,,,,,,
85.05,,293.63,33.24,202.2,147.52,50.09,85.1,22.1,93.05,39.41,288.0,2020-01-27,Jan-20,0.0,0.0,,8.0,0.0,,,,,,,,,,,,,,,,,,,
84.99,,285.0,34.04,201.35,148.46,50.35,86.44,23.5,94.49,39.32,283.91,2020-01-28,Jan-20,0.0,0.0,,8.0,0.0,,,,,,,,,,,,,,,,,,,
83.8,,279.5,33.95,204.86,149.45,50.78,86.6,22.23,96.23,38.12,284.0,2020-01-29,Jan-20,0.0,0.0,,8.0,0.0,,,,,,,,,,,,,,,,,,,
82.58,,269.26,30.7,200.51,150.03,50.0,86.95,21.05,95.61,37.1,281.84,2020-01-30,Jan-20,0.0,0.0,,8.0,0.0,,,,,,,,,,,,,,,,,,,
81.54,,265.68,30.36,195.38,149.75,50.63,86.38,21.14,95.15,36.94,278.17,2020-01-31,Jan-20,1.0,0.0,,9.0,0.0,,,,,,,,,,,,,,,,,,,
81.31,,266.11,29.8,193.82,149.42,49.75,86.04,20.66,94.34,37.46,275.13,2020-02-03,Feb-20,4.0,0.0,,17.0,0.0,,,,,,,,,,,,,,,,,,,
83.59,,269.9,29.17,194.16,151.49,50.53,88.43,20.09,94.46,38.08,277.28,2020-02-04,Feb-20,2.0,0.0,,19.0,0.0,,,,,,,,,,,,,,,,,,,
85.06,,275.36,34.0,200.09,151.72,51.16,84.68,20.99,96.63,37.85,285.6,2020-02-05,Feb-20,0.0,0.0,,19.0,0.0,,,,,,,,,,,,,,,,,,,
87.89,,288.78,32.0,210.25,154.25,51.83,86.02,20.27,96.25,38.44,297.0,2020-02-06,Feb-20,0.0,0.0,,19.0,0.0,,,,,,,,,,,,,,,,,,,
89.74,,279.7,31.88,210.67,153.34,51.52,85.89,19.79,96.64,38.36,292.87,2020-02-07,Feb-20,1.0,0.0,,20.0,0.0,,,,,,,,,,,,,,,,,,,
92.36,,275.88,30.99,208.03,151.68,51.4,85.08,23.5,96.17,38.21,286.23,2020-02-10,Feb-20,0.0,0.0,,20.0,0.0,,,,,,,,,,,,,,,,,,,
