ABBV open,AET open,ANTM open,BNTX open,CI open,JNJ open,MET open,MRK open,MRNA open,NVS open,PFE open,UNH open,dt,month,new_confirmed,new_deceased,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_tested,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen
105.05,,317.0,124.5,213.53,146.29,47.29,80.95,177.66,89.3,39.4,344.77,2020-12-01,Dec-20,190999.0,2373.0,2099739.0,13635500.0,257164.0,207227673.0,,,,,,,,,,,,,,,,,,
104.0,,313.12,120.85,207.51,147.85,46.64,81.94,138.63,91.43,40.47,341.77,2020-12-02,Dec-20,206660.0,2769.0,2148710.0,13842160.0,259933.0,209376383.0,,,,,,,,,,,,,,,,,,
105.0,,318.17,119.85,211.0,148.04,47.62,81.94,143.5,90.82,40.98,347.9,2020-12-03,Dec-20,214414.0,2704.0,2119093.0,14056574.0,262637.0,211495476.0,,,,,,,,,,,,,,,,,,
105.02,,321.61,117.8419,213.4,149.79,48.14,81.14,157.59,91.06,39.89,346.0,2020-12-04,Dec-20,222120.0,2608.0,1692329.0,14278694.0,265245.0,213187805.0,,,,,,,,,,,,,,,,,,
107.04,,321.52,121.0,216.27,149.35,47.97,82.06,155.03,91.49,40.66,348.72,2020-12-07,Dec-20,181325.0,2001.0,1916125.0,14836926.0,271146.0,217938260.0,,,,,,,,,,,,,,,,,,
105.7,,316.66,127.0,216.46,150.0,47.66,82.29,165.75,90.01,41.4,344.75,2020-12-08,Dec-20,225618.0,2524.0,2125501.0,15062544.0,273670.0,220063761.0,,,,,,,,,,,,,,,,,,
107.9,,322.75,128.99,218.8,152.83,48.25,83.82,170.2,91.86,43.07,348.89,2020-12-09,Dec-20,218172.0,3354.0,2182843.0,15280716.0,277024.0,222246604.0,,,,,,,,,,,,,,,,,,
109.06,,317.66,123.82,214.62,152.82,47.06,83.66,151.13,91.61,41.82,345.16,2020-12-10,Dec-20,205111.0,2681.0,2057581.0,15485827.0,279705.0,224304185.0,,,,,,,,,,,,,,,,,,
107.01,,312.16,130.1,211.7,151.53,46.94,82.85,159.7,91.92,41.97,338.13,2020-12-11,Dec-20,243390.0,3173.0,1723193.0,15729217.0,282878.0,226027378.0,,,,,,,,,,,,,,,,,,
107.43,,314.14,126.6286,211.76,153.25,47.91,82.63,163.4,91.36,41.62,340.03,2020-12-14,Dec-20,195630.0,1996.0,1946701.0,16315435.0,289272.0,230718765.0,4538.0,35355.0,143.0,8025.0,4709.0,42530.0,,,,,,,,,,,,
105.44,,312.99,114.21,206.29,150.0,46.4,80.5,157.0,90.06,39.06,339.14,2020-12-15,Dec-20,197440.0,2724.0,2078178.0,16512875.0,291996.0,232796943.0,45876.0,81231.0,290.0,8315.0,47301.0,89831.0,,,,,,,,,,,,
102.5,,312.46,112.22,204.92,150.2,46.22,80.28,137.75,91.0,38.18,336.83,2020-12-16,Dec-20,237037.0,3374.0,2053475.0,16749912.0,295370.0,234850418.0,154818.0,236049.0,488.0,8803.0,159341.0,249172.0,,,,,,,,,,,,
104.86,,309.78,102.6352,203.31,150.09,46.68,80.39,137.92,92.44,37.83,339.81,2020-12-17,Dec-20,242528.0,3316.0,2022937.0,16992440.0,298686.0,236873355.0,266883.0,502932.0,789.0,9592.0,273552.0,522724.0,,,,,,,,,,,,
105.03,,314.06,106.46,201.69,153.65,46.56,79.71,141.51,91.86,37.99,342.52,2020-12-18,Dec-20,233736.0,2934.0,1712286.0,17226176.0,301620.0,238585641.0,409980.0,912912.0,1262.0,10854.0,419055.0,941779.0,,,,,,,,,,,,
102.76,,303.34,107.51,193.09,152.01,45.35,78.8,140.84,88.27,37.28,332.07,2020-12-21,Dec-20,180485.0,2161.0,1988864.0,17790328.0,308495.0,243381459.0,377856.0,1573659.0,1578.0,14305.0,385316.0,1616350.0,,,,,,,,,,,,
103.41,,305.89,107.07,196.04,152.4,45.54,78.99,139.0,88.42,37.21,335.16,2020-12-22,Dec-20,196107.0,2882.0,2281252.0,17986435.0,311377.0,245662711.0,440600.0,2014259.0,2992.0,17297.0,449891.0,2066241.0,,,,,,,,,,,,
103.06,,306.43,97.12,196.58,152.8,45.74,79.59,120.05,88.72,37.01,336.49,2020-12-23,Dec-20,221580.0,3175.0,1892296.0,18208015.0,314552.0,247555007.0,563105.0,2577364.0,3183.0,20480.0,575083.0,2641324.0,,,,,,,,,,,,
103.11,,307.97,98.5,199.51,151.85,46.06,80.0,125.94,88.53,37.4,336.44,2020-12-24,Dec-20,197846.0,2973.0,1078263.0,18405861.0,317525.0,248633270.0,191865.0,2769229.0,1210.0,21690.0,196869.0,2838193.0,,,,,,,,,,,,
103.65,,310.63,95.0,200.32,153.32,46.65,80.65,120.04,90.79,37.36,343.21,2020-12-28,Dec-20,174073.0,2218.0,1887954.0,19034305.0,325412.0,253776388.0,579373.0,3592944.0,4334.0,27909.0,594371.0,3683482.0,,,,,,,,,,,,
103.95,,315.4,84.45,203.93,154.11,46.57,80.8,107.7957,92.86,36.9,347.99,2020-12-29,Dec-20,205461.0,3326.0,2193039.0,19239766.0,328738.0,255969427.0,705455.0,4298399.0,5438.0,33347.0,725209.0,4408691.0,,,,,,,,,,,,
105.11,,314.0,90.0,203.91,154.74,46.02,81.66,118.4,94.13,37.03,347.08,2020-12-30,Dec-20,231200.0,3711.0,1925018.0,19470966.0,332449.0,257894445.0,824450.0,5122849.0,7994.0,41341.0,845257.0,5253948.0,,,,,,,,,,,,
105.26,,315.15,83.38,204.05,156.53,46.48,80.64,110.55,94.18,36.66,345.04,2020-12-31,Dec-20,224032.0,3721.0,1256463.0,19694998.0,336170.0,259150908.0,412726.0,5535575.0,3390.0,44731.0,423326.0,5677274.0,,,,,,,,,,,,
107.18,,321.11,85.451,209.14,157.24,47.03,82.0,107.23,95.01,36.87,351.45,2021-01-04,Jan-21,169966.0,2037.0,1974693.0,20511886.0,345544.0,264706824.0,602331.0,6637237.0,45404.0,103923.0,661904.0,6866752.0,,,,,,,,,,,,
105.41,,317.62,87.95,205.53,156.25,46.14,80.67,113.82,94.59,36.72,348.69,2021-01-05,Jan-21,239346.0,3447.0,2340145.0,20751232.0,348991.0,267046969.0,734586.0,7371823.0,87977.0,191900.0,836309.0,7703061.0,,,,,,,,,,,,
104.75,,309.0,86.755,194.33,157.24,48.1,80.58,111.11,93.26,36.83,337.11,2021-01-06,Jan-21,251544.0,3809.0,2262956.0,21002776.0,352800.0,269309925.0,833390.0,8205213.0,173599.0,365499.0,1026540.0,8729601.0,,,,,,,,,,,,
106.11,,329.01,94.0,213.0,159.0,49.69,82.55,120.1,93.29,37.04,358.54,2021-01-07,Jan-21,262724.0,3917.0,2153279.0,21265500.0,356717.0,271463204.0,867124.0,9072337.0,282366.0,647865.0,1172925.0,9902526.0,,,,,,,,,,,,
106.84,,338.19,98.1,220.0,160.51,49.63,84.37,116.52,93.96,37.16,367.0,2021-01-08,Jan-21,286196.0,3698.0,1720578.0,21551696.0,360415.0,273183782.0,847816.0,9920153.0,365866.0,1013731.0,1240283.0,11142809.0,,,,,,,,,,,,
107.065,,335.45,102.84,219.26,160.56,48.76,83.5,112.75,93.67,37.22,362.62,2021-01-11,Jan-21,199816.0,2543.0,2038465.0,22219423.0,368759.0,277924904.0,723451.0,11191857.0,325228.0,1538287.0,1074426.0,12980398.0,,,,,,,,,,,,
109.22,,337.3,104.97,219.58,159.15,49.8,85.12,117.93,93.78,37.7,357.94,2021-01-12,Jan-21,213843.0,3555.0,2119448.0,22433266.0,372314.0,280044352.0,918387.0,12110244.0,316204.0,1854491.0,1263448.0,14243846.0,,,,,,,,,,,,
109.8,,334.47,103.48,225.8,158.23,50.03,83.37,123.7,93.52,37.0,356.04,2021-01-13,Jan-21,221017.0,4021.0,2091637.0,22654283.0,376335.0,282135989.0,1030975.0,13141219.0,271639.0,2126130.0,1328253.0,15572099.0,,,,,,,,,,,,
110.7,,331.9,102.79,224.54,160.45,50.65,82.42,122.8,94.06,36.78,356.85,2021-01-14,Jan-21,217250.0,3643.0,2051185.0,22871533.0,379978.0,284187174.0,1157671.0,14298890.0,136781.0,2262911.0,1319870.0,16891969.0,,,,,,,,,,,,
111.2,,322.52,104.25,220.06,160.3,51.02,81.84,129.6,95.61,36.68,349.12,2021-01-15,Jan-21,233727.0,3343.0,1598624.0,23105260.0,383321.0,285785798.0,1119838.0,15418728.0,121610.0,2384521.0,1263068.0,18155037.0,,,,,,,,,,,,
111.25,,330.0,101.26,222.15,162.0,51.47,83.57,122.1,96.38,36.76,356.21,2021-01-19,Jan-21,145943.0,2707.0,2144966.0,23784387.0,394231.0,292123956.0,969404.0,17853419.0,358045.0,3085977.0,1354403.0,21359088.0,,,,,,,,,,,,
112.91,,323.34,104.41,221.29,163.2,52.08,83.25,124.51,96.8,36.79,351.88,2021-01-20,Jan-21,182351.0,3787.0,2069101.0,23966738.0,398018.0,294193057.0,1158349.0,19011768.0,422478.0,3508455.0,1610518.0,22969606.0,,,,,,,,,,,,
112.63,,320.95,104.0,229.11,161.32,51.65,81.81,125.28,96.88,36.39,350.81,2021-01-21,Jan-21,182141.0,3763.0,1939367.0,24148879.0,401781.0,296132424.0,1332857.0,20344625.0,276582.0,3785037.0,1638857.0,24608463.0,,,,,,,,,,,,
110.65,,320.51,104.5,225.52,162.36,50.36,80.89,132.5,96.94,36.32,353.31,2021-01-22,Jan-21,184979.0,3626.0,1555838.0,24333858.0,405407.0,297688262.0,1401229.0,21745854.0,211126.0,3996163.0,1640586.0,26249049.0,,,,,,,,,,,,
109.73,,313.47,108.0,221.97,165.01,50.21,80.71,138.4,97.19,36.55,347.15,2021-01-25,Jan-21,130008.0,2052.0,1795052.0,24761137.0,412790.0,301736090.0,860420.0,23654210.0,491226.0,4727609.0,1377916.0,28937395.0,,,,,,,,,,,,
111.3,,317.6,110.28,220.11,169.7,50.88,81.15,145.15,94.34,37.27,350.51,2021-01-26,Jan-21,142947.0,3475.0,2078955.0,24904084.0,416265.0,303815045.0,1054064.0,24708274.0,583211.0,5310820.0,1667595.0,30604990.0,,,,,,,,,,,,
106.28,,303.67,105.15,212.34,169.12,49.28,79.86,151.2,94.76,36.99,337.04,2021-01-27,Jan-21,152261.0,3911.0,1920156.0,25056345.0,420176.0,305735201.0,1249717.0,25957991.0,649743.0,5960563.0,1935879.0,32540869.0,,,,,,,,,,,,
104.0,,296.5,107.6618,215.17,168.2,49.06,77.08,154.105,93.82,35.95,336.64,2021-01-28,Jan-21,150434.0,3789.0,1857729.0,25206779.0,423965.0,307592930.0,1368915.0,27326906.0,559773.0,6520336.0,1966089.0,34506958.0,,,,,,,,,,,,
104.0,,298.26,114.94,218.3,164.26,49.13,77.99,174.99,91.25,36.88,336.53,2021-01-29,Jan-21,158536.0,3189.0,1448747.0,25365315.0,427154.0,309041677.0,1372266.0,28699172.0,497939.0,7018275.0,1919187.0,36426145.0,,,,,,,,,,,,
103.0,,298.97,117.85,218.11,165.31,48.46,77.99,173.03,90.72,35.93,335.03,2021-02-01,Feb-21,125369.0,2190.0,1641847.0,25730385.0,434231.0,312674628.0,776442.0,30553984.0,579314.0,7968885.0,1402046.0,39308029.0,,,,,,,,,,,,
102.88,,296.4,115.0,219.92,163.38,49.0,77.79,158.52,90.47,35.76,337.1,2021-02-02,Feb-21,118063.0,2892.0,1880127.0,25848448.0,437123.0,314554755.0,962489.0,31516473.0,701363.0,8670248.0,1701622.0,41009651.0,,,,,,,,,,,,
106.2,,297.13,114.21,217.73,160.94,48.8,77.64,156.6,89.35,34.99,338.0,2021-02-03,Feb-21,107328.0,3242.0,1940461.0,25955776.0,440365.0,316495216.0,1258743.0,32775216.0,836874.0,9507122.0,2144101.0,43153752.0,,,,,,,,,,,,
106.87,,299.0,117.9,210.0,161.0,49.12,76.97,166.42,90.335,34.81,332.32,2021-02-04,Feb-21,121745.0,3054.0,1840036.0,26077521.0,443419.0,318335252.0,1384545.0,34159761.0,916124.0,10423246.0,2349520.0,45503272.0,,,,,,,,,,,,
109.63,,297.03,117.43,207.49,164.86,51.87,76.43,170.99,90.58,34.92,332.11,2021-02-05,Feb-21,118717.0,3291.0,1339279.0,26196238.0,446710.0,319674531.0,1355072.0,35514833.0,963847.0,11387093.0,2362423.0,47865695.0,,,,,,,,,,,,
108.885,,292.08,117.61,204.06,165.03,52.76,75.85,177.0,91.42,34.96,327.01,2021-02-08,Feb-21,78485.0,1626.0,1702272.0,26464130.0,452739.0,323259651.0,837563.0,37480295.0,706789.0,12674925.0,1584222.0,51198742.0,,,,,,,,,,,,
106.0,,287.5,119.97,207.1,165.2,53.82,75.1,186.21,91.0,34.8,323.9,2021-02-09,Feb-21,89114.0,2350.0,1650095.0,26553244.0,455089.0,324909746.0,1036607.0,38516902.0,898598.0,13573523.0,1979236.0,53177978.0,,,,,,,,,,,,
105.98,,299.57,119.055,212.32,167.89,54.58,75.32,182.74,92.0,35.0,332.66,2021-02-10,Feb-21,93554.0,2727.0,1425452.0,26646798.0,457816.0,326335198.0,1229502.0,39746404.0,1040264.0,14613787.0,2313073.0,55491051.0,,,,,,,,,,,,
104.57,,299.08,119.0,212.4,167.0,55.14,74.81,178.29,92.22,34.8,335.0,2021-02-11,Feb-21,94695.0,3162.0,1420178.0,26741493.0,460978.0,327755376.0,1276759.0,41023163.0,1093995.0,15707782.0,2415605.0,57906656.0,,,,,,,,,,,,
103.76,,292.05,118.49,209.11,164.4,55.54,74.72,184.89,91.4,34.44,331.68,2021-02-12,Feb-21,92969.0,2455.0,1105793.0,26834462.0,465992.0,328861169.0,1381679.0,42404842.0,1160714.0,16868496.0,2595997.0,60502653.0,,,,,,,,,,,,
105.33,,293.4,117.0,206.84,166.58,56.16,75.37,182.41,92.35,34.85,327.36,2021-02-16,Feb-21,54769.0,1348.0,1478588.0,27087677.0,473347.0,333068282.0,798476.0,45030730.0,790182.0,18998358.0,1628563.0,65386067.0,,,,,,,,,,,,
104.7,,288.73,113.11,203.08,164.97,55.63,74.46,174.28,90.46,34.57,323.46,2021-02-17,Feb-21,60394.0,2083.0,1421213.0,27148071.0,475430.0,334489495.0,936511.0,45967241.0,991978.0,19990336.0,1974946.0,67361013.0,,,,,,,,,,,,
105.32,,288.93,108.0,207.99,164.96,54.92,75.27,171.5929,89.58,34.78,325.9,2021-02-18,Feb-21,63847.0,2166.0,1360559.0,27211918.0,477596.0,335850054.0,836175.0,46803416.0,977119.0,20967455.0,1866800.0,69227813.0,,,,,,,,,,,,
106.23,,296.92,113.1,205.65,165.6,55.5,75.44,173.54,89.02,34.66,328.75,2021-02-19,Feb-21,69225.0,2352.0,1062088.0,27281143.0,479948.0,336912142.0,824038.0,47627454.0,1098731.0,22066186.0,1974245.0,71202058.0,,,,,,,,,,,,
104.66,,292.78,117.45,202.94,161.87,55.71,74.5,167.8,88.21,34.33,321.5,2021-02-22,Feb-21,53074.0,1453.0,1652105.0,27449175.0,484709.0,340296482.0,616821.0,49096627.0,805111.0,23878429.0,1467366.0,74579278.0,,,,,,,,,,,,
106.97,,298.09,110.78,210.9,161.48,57.8,75.29,151.25,86.89,34.0,329.99,2021-02-23,Feb-21,67536.0,1643.0,1698083.0,27516711.0,486352.0,341994565.0,866286.0,49962913.0,1028911.0,24907340.0,1944109.0,76523387.0,,,,,,,,,,,,
106.0,,302.05,110.51,211.64,162.4,57.72,74.8,150.41,87.16,33.87,328.49,2021-02-24,Feb-21,68174.0,1916.0,1619506.0,27584885.0,488268.0,343614071.0,1244409.0,51207322.0,1236098.0,26143438.0,2531686.0,79055073.0,,,,,,,,,,,,
108.48,,306.0,114.87,214.38,163.13,59.72,74.205,150.78,87.54,33.82,331.0,2021-02-25,Feb-21,67307.0,2860.0,1484532.0,27652192.0,491128.0,345098603.0,1537037.0,52744359.0,1344126.0,27487564.0,2943381.0,81998454.0,,,,,,,,,,,,
107.68,,302.27,113.9,210.01,162.0,58.11,74.44,157.98,87.14,33.84,330.55,2021-02-26,Feb-21,69107.0,1840.0,1079056.0,27721299.0,492968.0,346177659.0,1672816.0,54417175.0,1385111.0,28872675.0,3119383.0,85117837.0,,,,,,,,,,,,
108.53,,307.66,110.0,212.37,161.45,58.74,73.21,154.463,86.55,33.59,334.36,2021-03-01,Mar-21,48619.0,1195.0,1619773.0,27881994.0,496715.0,349434999.0,1212294.0,57302059.0,804304.0,30792997.0,2079383.0,90051192.0,,,,,,,,,,,,
108.85,,309.97,109.86,216.52,159.78,59.52,72.84,153.5,88.08,33.68,335.0,2021-03-02,Mar-21,51165.0,1285.0,1747119.0,27933159.0,498000.0,351182118.0,1465560.0,58767619.0,965193.0,31758190.0,2471921.0,92523113.0,,,,,,,,,,,,
106.86,,310.0,104.83,218.72,158.25,59.21,72.82,146.09,88.0,33.51,333.32,2021-03-03,Mar-21,61123.0,1483.0,1561736.0,27994282.0,499483.0,352743854.0,1741986.0,60509605.0,1130747.0,32888937.0,2912697.0,95435810.0,,,,,,,,,,,,
106.5,,317.84,97.4,221.0,155.99,59.32,73.18,128.7,84.61,34.26,334.17,2021-03-04,Mar-21,61375.0,1503.0,1439062.0,28055657.0,500986.0,354182916.0,1956524.0,62466129.0,1248050.0,34136987.0,3209514.0,98645324.0,,,,,,,,,,,,
106.01,,323.72,95.68,226.35,153.98,59.28,72.51,133.073,83.36,34.29,335.03,2021-03-05,Mar-21,59910.0,1872.0,1069884.0,28115567.0,502858.0,355252800.0,2005639.0,64471768.0,1313633.0,35450620.0,3239684.0,101885008.0,,,,,,,,,,,,
106.85,,334.5,94.83,231.46,157.0,60.3,74.37,129.15,83.99,34.48,347.01,2021-03-08,Mar-21,40689.0,767.0,1548198.0,28249548.0,505679.0,358396907.0,1484203.0,67986014.0,855849.0,31493040.0,2171451.0,107055161.0,,16779220.0,,46824290.0,,14480460.0,,44936695.0,,207804.0,,208590.0
106.48,,339.21,94.11,234.26,156.89,59.75,74.56,127.11,83.85,34.54,352.92,2021-03-09,Mar-21,50254.0,954.0,1623947.0,28300693.0,506771.0,360020854.0,1814757.0,69800771.0,609021.0,32102061.0,2721459.0,109776620.0,227476.0,17006696.0,803936.0,47628226.0,282177.0,14762637.0,699045.0,45635740.0,99308.0,307112.0,99591.0,308181.0
107.39,,335.66,100.787,238.58,158.82,59.89,74.76,133.62,84.51,34.64,353.91,2021-03-10,Mar-21,57565.0,1503.0,1507440.0,28358258.0,508274.0,361528294.0,2079708.0,71880479.0,802100.0,32904161.0,3150579.0,112927199.0,294404.0,17301100.0,976933.0,48605159.0,357074.0,15119711.0,899906.0,46535646.0,150258.0,457370.0,150730.0,458911.0
108.13,,333.22,100.5,237.18,159.54,60.12,74.89,132.982,84.68,35.07,350.76,2021-03-11,Mar-21,55850.0,1254.0,1405092.0,28414108.0,509528.0,362933386.0,2292021.0,74172500.0,958966.0,33863127.0,3462879.0,116390078.0,320540.0,17621640.0,1103761.0,49708920.0,459162.0,15578873.0,1198010.0,47733656.0,178885.0,636255.0,179558.0,638469.0
107.8,,336.6,99.34,240.4,159.28,60.9,74.03,134.04,83.89,34.56,353.17,2021-03-12,Mar-21,59922.0,1225.0,1028405.0,28474030.0,510918.0,363961791.0,2124420.0,76296920.0,1137032.0,35000159.0,3437498.0,119827576.0,352126.0,17973766.0,1251480.0,50960400.0,550007.0,16128880.0,1435922.0,49169578.0,234571.0,870826.0,235257.0,873726.0
108.67,,343.14,103.99,243.37,159.75,60.95,75.5,136.77,84.34,35.01,356.92,2021-03-15,Mar-21,40750.0,630.0,1505118.0,28606286.0,513042.0,367002248.0,1495155.0,79822097.0,876163.0,38335432.0,2278525.0,125284357.0,288809.0,19089886.0,935490.0,54643581.0,434580.0,17797482.0,931443.0,52883263.0,152736.0,1420675.0,154507.0,1428465.0
109.95,,341.11,109.258,245.48,160.46,59.98,76.15,148.5,85.41,35.47,353.53,2021-03-16,Mar-21,49196.0,816.0,1623642.0,28655482.0,513858.0,368625890.0,1930558.0,81752655.0,706913.0,39042345.0,2888424.0,128172781.0,220664.0,19310550.0,749560.0,55393141.0,345541.0,18143023.0,764049.0,53647312.0,140636.0,1561311.0,141210.0,1569675.0
103.76,,344.56,105.74,242.05,160.83,59.72,76.73,150.25,85.15,35.8292,355.17,2021-03-17,Mar-21,56235.0,1008.0,1480244.0,28711717.0,514866.0,370106134.0,2125020.0,83877675.0,946851.0,39989196.0,3167533.0,131340314.0,371349.0,19681899.0,1105877.0,56499018.0,379473.0,18522496.0,995883.0,54643195.0,195615.0,1756926.0,196456.0,1766131.0
104.0,,340.96,104.39,241.94,160.21,60.61,77.26,144.45,85.16,35.5301,352.87,2021-03-18,Mar-21,58696.0,776.0,1349255.0,28770413.0,515642.0,371455389.0,2288593.0,86166268.0,992268.0,40981464.0,3397843.0,134738157.0,418959.0,20100858.0,1377857.0,57876875.0,429394.0,18951890.0,1168091.0,55811286.0,143493.0,1900419.0,144921.0,1911052.0
103.93,,352.23,104.5,243.56,160.69,61.7,77.25,143.06,85.62,35.75,361.92,2021-03-19,Mar-21,58003.0,1134.0,991729.0,28828416.0,516776.0,372447118.0,2200175.0,88366443.0,953165.0,41934629.0,3316212.0,138054369.0,440741.0,20541599.0,1337849.0,59214724.0,398199.0,19350089.0,1130354.0,56941640.0,113865.0,2014284.0,114297.0,2025349.0
103.5,,352.84,106.63,243.26,158.31,60.59,75.8,144.19,85.52,35.48,365.0,2021-03-22,Mar-21,45529.0,887.0,1535947.0,28969709.0,518828.0,375578047.0,1596852.0,92061721.0,769718.0,44910946.0,2352678.0,143592935.0,443285.0,22151082.0,1164303.0,63693721.0,219031.0,20340143.0,756163.0,60275003.0,107344.0,2390216.0,107723.0,2406337.0
105.37,,351.25,107.33,242.6,160.21,59.67,77.09,145.61,86.21,35.82,368.85,2021-03-23,Mar-21,55098.0,701.0,1663481.0,29024807.0,519529.0,377241528.0,1973439.0,94035160.0,623016.0,45533962.0,3053366.0,146646301.0,363179.0,22514261.0,985938.0,64679659.0,177161.0,20517304.0,638289.0,60913292.0,82599.0,2472815.0,82816.0,2489153.0
104.82,,351.03,100.24,238.99,160.1,59.31,76.07,137.25,85.99,35.48,366.05,2021-03-24,Mar-21,63279.0,1068.0,1452746.0,29088086.0,520597.0,378694274.0,2200451.0,96235611.0,831553.0,46365515.0,3548210.0,150194511.0,477953.0,22992214.0,1316212.0,65995871.0,221093.0,20738397.0,805968.0,61719260.0,131980.0,2604795.0,133029.0,2622182.0
102.9,,361.47,94.1,240.28,162.44,58.68,76.42,127.33,86.97,35.65,370.6,2021-03-25,Mar-21,61667.0,934.0,1378836.0,29149753.0,521531.0,380073110.0,2252957.0,98488568.0,1054317.0,47419832.0,3819046.0,154013557.0,576166.0,23568380.0,1559205.0,67555076.0,366245.0,21104642.0,1158495.0,62877755.0,111367.0,2716162.0,112185.0,2734367.0
103.87,,367.69,97.5,243.18,162.09,60.76,76.15,133.38,86.81,35.68,371.675,2021-03-26,Mar-21,70589.0,1019.0,1001041.0,29220342.0,522550.0,381074151.0,2084667.0,100573235.0,1275340.0,48695172.0,3806254.0,157819811.0,679341.0,24247721.0,1813156.0,69368232.0,467851.0,21572493.0,1435966.0,64313721.0,127701.0,2843863.0,128879.0,2863246.0
105.76,,369.97,97.54,242.16,163.83,59.81,77.32,130.11,87.32,36.03,376.36,2021-03-29,Mar-21,55436.0,491.0,1536744.0,29383076.0,524371.0,384247812.0,1602734.0,104216100.0,1020667.0,52614231.0,2831884.0,164335903.0,561888.0,26299019.0,1356914.0,74338025.0,394295.0,23149108.0,928403.0,68177850.0,64434.0,3134304.0,64706.0,3155418.0
106.86,,368.84,99.8,246.68,165.02,60.73,78.0,123.15,86.83,36.59,377.55,2021-03-30,Mar-21,59290.0,659.0,1585780.0,29442366.0,525030.0,385833592.0,2006175.0,106222275.0,809255.0,53423486.0,3584052.0,167919955.0,457170.0,26756189.0,1048865.0,75386890.0,292263.0,23441371.0,680163.0,68858013.0,59737.0,3194041.0,60239.0,3215657.0
106.88,,363.21,109.467,244.59,164.96,60.99,77.1,121.1,85.67,36.15,372.8,2021-03-31,Mar-21,66126.0,908.0,1447288.0,29508492.0,525938.0,387280880.0,2403494.0,108625769.0,1183555.0,54607041.0,4165733.0,172085688.0,617400.0,27373589.0,1505022.0,76891912.0,474856.0,23916227.0,1072943.0,69930956.0,90767.0,3284808.0,91456.0,3307113.0
108.92,,359.93,110.51,242.35,162.6,60.75,77.16,132.2,85.66,36.3,372.2,2021-04-01,Apr-21,70053.0,771.0,1347899.0,29578545.0,526709.0,388628779.0,2519973.0,111145742.0,1482573.0,56089614.0,4559002.0,176644690.0,737213.0,28110802.0,1826005.0,78717917.0,623134.0,24539361.0,1407909.0,71338865.0,121725.0,3406533.0,122767.0,3429880.0
109.08,,356.45,114.01,243.42,163.64,62.25,77.52,132.6,86.36,36.44,369.62,2021-04-05,Apr-21,54394.0,330.0,1555863.0,29802256.0,528973.0,392674127.0,1730288.0,116676707.0,975529.0,62392065.0,3096295.0,186444287.0,481032.0,31053591.0,1231557.0,86041963.0,345096.0,27126618.0,752279.0,76791212.0,149318.0,4176893.0,149926.0,4204015.0
105.85,,354.0,115.69,242.73,164.08,61.15,76.91,130.11,86.91,36.26,368.78,2021-04-06,Apr-21,62163.0,674.0,1670398.0,29864419.0,529647.0,394344525.0,2280821.0,118957528.0,624911.0,63016976.0,3966893.0,190411180.0,308096.0,31361687.0,814030.0,86855993.0,223951.0,27350569.0,494138.0,77285350.0,92795.0,4269688.0,95886.0,4299901.0
105.53,,351.79,115.76,240.24,163.55,61.21,76.08,132.37,86.38,36.03,364.19,2021-04-07,Apr-21,71826.0,776.0,1519384.0,29936245.0,530423.0,395863909.0,2556390.0,121513918.0,1405642.0,64422618.0,4351871.0,194763051.0,664234.0,32025921.0,1607881.0,88463874.0,497843.0,27848412.0,1030426.0,78315776.0,243052.0,4512740.0,244651.0,4544552.0
105.4,,350.95,113.27,239.58,164.0,61.21,76.08,132.85,86.73,35.96,363.11,2021-04-08,Apr-21,72548.0,816.0,1453824.0,30008793.0,531239.0,397317733.0,2554088.0,124068006.0,1780505.0,66203123.0,4488259.0,199251310.0,782727.0,32808648.0,1792712.0,90256586.0,623647.0,28472059.0,1236044.0,79551820.0,373596.0,4886336.0,372673.0,4917225.0
106.39,,354.68,114.95,239.77,162.12,61.82,75.51,133.51,87.16,35.9,368.35,2021-04-09,Apr-21,73887.0,790.0,1012634.0,30082752.0,532055.0,398330367.0,2427348.0,126495354.0,1999335.0,68202458.0,4303726.0,203555036.0,875785.0,33684433.0,2099147.0,92355733.0,660451.0,29132510.0,1392284.0,80944104.0,462630.0,5348966.0,465140.0,5382365.0
107.82,,360.16,120.55,245.64,161.09,62.4,76.37,142.37,87.22,36.48,374.48,2021-04-12,Apr-21,59850.0,498.0,1614442.0,30259217.0,533658.0,401647674.0,1641822.0,130693861.0,3373440.0,74066085.0,3019608.0,210862499.0,1447130.0,36194022.0,3262982.0,97978125.0,1041315.0,31014082.0,2072210.0,84694388.0,884558.0,6820188.0,887776.0,6859877.0
